timestamp,open,high,low,close,volume,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,datetime
1577883600000,7225.84,7231.89,7212.88,7221.2,612.180902,4421321.60662347,7240,323.270645,2334754.37112301,2020-01-01 13:00:00+00:00
1577887200000,7221.17,7234.97,7208.17,7221.43,617.714185,4461596.1374092,8130,317.526088,2293469.15010773,2020-01-01 14:00:00+00:00
1577890800000,7221.6,7255.0,7218.29,7234.19,1393.888792,10083196.37797081,11777,941.027441,6807778.16446788,2020-01-01 15:00:00+00:00
1577894400000,7234.2,7246.42,7214.0,7245.37,881.93278,6373549.30719837,9499,454.718045,3286159.42922481,2020-01-01 16:00:00+00:00
1577898000000,7244.34,7249.99,7224.92,7236.83,1069.210567,7740371.19418923,9809,688.263371,4982656.31043735,2020-01-01 17:00:00+00:00
1577901600000,7237.02,7246.72,7225.17,7240.67,611.693307,4426678.3931608,7712,322.847276,2336417.57816526,2020-01-01 18:00:00+00:00
1577905200000,7240.8,7241.0,7225.49,7229.48,417.746637,3021175.27526242,5857,207.231902,1498924.74940944,2020-01-01 19:00:00+00:00
1577908800000,7229.48,7242.98,7224.68,7236.73,391.834174,2834515.14512445,5465,198.754804,1437840.00843916,2020-01-01 20:00:00+00:00
1577912400000,7237.26,7242.75,7227.0,7233.17,285.454078,2064937.49397016,5114,142.477244,1030734.20312295,2020-01-01 21:00:00+00:00
1577916000000,7233.32,7234.49,7186.0,7197.99,769.030411,5542964.53489558,10399,356.771351,2571743.12046796,2020-01-01 22:00:00+00:00
1577919600000,7197.62,7204.17,7175.15,7200.85,811.25016,5831304.44409966,7632,328.691254,2363459.79288495,2020-01-01 23:00:00+00:00
1577923200000,7200.77,7212.5,7185.46,7211.02,391.352377,2817911.98887722,5470,219.086231,1577568.03905161,2020-01-02 00:00:00+00:00
1577926800000,7211.04,7211.16,7185.11,7190.99,402.660139,2897039.58051895,5929,200.653186,1443624.51097343,2020-01-02 01:00:00+00:00
1577930400000,7190.99,7191.0,7155.35,7169.02,1387.377886,9943525.16584881,14716,616.319998,4417102.36345964,2020-01-02 02:00:00+00:00
1577934000000,7169.04,7169.06,7120.37,7129.61,1557.96443,11131079.15308483,15206,703.175028,5024808.11047959,2020-01-02 03:00:00+00:00
1577937600000,7129.25,7161.0,7116.7,7142.21,1252.447877,8947150.49263407,12565,585.156163,4180224.69166626,2020-01-02 04:00:00+00:00
1577941200000,7142.61,7152.05,7126.93,7138.93,569.50899,4066462.76858519,6580,255.598664,1825253.73063505,2020-01-02 05:00:00+00:00
1577944800000,7138.93,7149.02,7121.43,7135.97,687.600665,4908674.72695562,7669,326.44149,2330464.34617112,2020-01-02 06:00:00+00:00
1577948400000,7136.04,7140.63,7105.0,7110.57,1548.403823,11023285.84536549,13939,647.345403,4608644.13367406,2020-01-02 07:00:00+00:00
1577952000000,7110.98,7157.48,7109.11,7154.36,1114.825128,7958329.31048351,11622,525.101341,3748242.38788132,2020-01-02 08:00:00+00:00
1577955600000,7153.57,7165.0,7135.36,7162.01,840.001328,6004950.12191941,8198,503.957776,3602819.28248269,2020-01-02 09:00:00+00:00
1577959200000,7162.18,7180.0,7153.33,7161.83,1446.219984,10364146.50181785,13126,721.573927,5171512.34772568,2020-01-02 10:00:00+00:00
1577962800000,7161.89,7168.67,7139.03,7139.79,761.15657,5444262.39000687,8556,372.300494,2662942.02870947,2020-01-02 11:00:00+00:00
1577966400000,7139.73,7163.4,7139.03,7158.29,794.030497,5679917.25953634,8754,419.734423,3001938.64426683,2020-01-02 12:00:00+00:00
1577970000000,7158.86,7163.35,7107.43,7131.15,1566.280693,11164418.96099547,13621,587.957591,4192179.40940987,2020-01-02 13:00:00+00:00
1577973600000,7131.18,7157.1,7122.34,7135.59,956.300925,6824754.43568179,10776,506.151111,3612543.46888326,2020-01-02 14:00:00+00:00
1577977200000,7135.59,7152.0,7120.0,7130.98,862.429718,6152565.70967462,8782,415.47998,2964690.7401395,2020-01-02 15:00:00+00:00
1577980800000,7130.37,7146.85,7020.0,7052.32,3604.474152,25521442.62790364,27013,1381.175239,9779570.25234402,2020-01-02 16:00:00+00:00
1577984400000,7052.32,7053.09,6924.74,6970.04,6183.82554,43147556.90011087,45957,3059.636141,21348749.32147337,2020-01-02 17:00:00+00:00
1577988000000,6970.04,6989.68,6949.96,6974.02,1513.597939,10548349.67576966,13965,855.756233,5963783.67776304,2020-01-02 18:00:00+00:00
1577991600000,6974.02,6995.0,6960.0,6983.27,1397.130602,9750502.50522138,14642,689.318398,4810485.02383321,2020-01-02 19:00:00+00:00
1577995200000,6982.63,6983.22,6941.27,6948.49,1138.646334,7926144.83997666,10215,498.334346,3469523.01154902,2020-01-02 20:00:00+00:00
1577998800000,6948.16,6985.0,6946.2,6977.73,665.856715,4638526.40916631,8036,357.644086,2492015.01290193,2020-01-02 21:00:00+00:00
1578002400000,6977.55,6978.24,6963.02,6974.8,568.324029,3961003.44450627,8665,283.307609,1974540.72856368,2020-01-02 22:00:00+00:00
1578006000000,6974.8,6974.8,6950.0,6965.71,741.067591,5160340.48649947,8665,410.406482,2857603.81402699,2020-01-02 23:00:00+00:00
1578009600000,6965.49,6966.47,6912.88,6937.0,1106.732043,7682684.25230455,11910,540.409116,3752333.710281,2020-01-03 00:00:00+00:00
1578013200000,6937.0,6946.07,6878.19,6888.85,2402.581684,16598356.3539567,19122,1060.033364,7326332.05726061,2020-01-03 01:00:00+00:00
1578016800000,6888.26,6966.8,6871.04,6956.88,2869.993553,19890221.80352921,22447,1219.752622,8450428.94435837,2020-01-03 02:00:00+00:00
1578020400000,6957.66,6966.36,6940.0,6952.04,1246.589508,8665052.18701594,10323,790.426184,5493729.62995557,2020-01-03 03:00:00+00:00
1578024000000,6952.04,7264.71,6948.64,7210.19,9560.897697,68233808.79932053,58889,5333.281201,38097761.60265872,2020-01-03 04:00:00+00:00
1578027600000,7210.2,7249.0,7168.48,7220.47,3575.770965,25747383.97826779,23043,1664.401998,11984700.10713506,2020-01-03 05:00:00+00:00
1578031200000,7220.49,7225.0,7190.14,7202.22,2075.25916,14952700.81905125,15059,1178.023641,8487381.37962676,2020-01-03 06:00:00+00:00
1578034800000,7202.06,7232.0,7185.04,7203.21,2185.376884,15764122.9904502,15969,1205.434341,8695762.96987356,2020-01-03 07:00:00+00:00
1578038400000,7202.28,7297.29,7202.28,7260.6,3976.534509,28847521.62215607,28749,1973.206281,14317041.90044787,2020-01-03 08:00:00+00:00
1578042000000,7260.64,7358.88,7256.56,7348.42,5469.030632,39980889.00233599,43411,2770.957001,20262285.32994336,2020-01-03 09:00:00+00:00
1578045600000,7349.3,7371.92,7281.3,7312.25,3924.462414,28761054.21356499,28443,2031.213878,14885400.1630304,2020-01-03 10:00:00+00:00
1578049200000,7312.26,7346.0,7306.61,7340.46,1826.857466,13387065.43362765,15185,1054.221316,7725680.33110307,2020-01-03 11:00:00+00:00
1578052800000,7340.46,7350.19,7303.14,7322.78,1717.22262,12589082.19929539,16237,897.96389,6584329.21108697,2020-01-03 12:00:00+00:00
1578056400000,7324.1,7380.0,7311.59,7348.87,1906.468998,13993594.37929978,17141,1164.186713,8546209.30930311,2020-01-03 13:00:00+00:00
1578060000000,7348.36,7362.31,7229.3,7254.73,4583.643119,33344264.97312205,29226,2025.436596,14732230.45810529,2020-01-03 14:00:00+00:00
1578063600000,7255.49,7322.44,7252.48,7320.18,2371.650792,17278237.82042984,19457,1389.528406,10124983.69689626,2020-01-03 15:00:00+00:00
1578067200000,7320.17,7405.0,7293.1,7386.03,5852.326934,43085512.31713267,35462,3053.031532,22482413.94967173,2020-01-03 16:00:00+00:00
1578070800000,7388.21,7403.2,7335.21,7355.26,2201.223063,16208977.14385979,20452,1275.365806,9393686.41821483,2020-01-03 17:00:00+00:00
1578074400000,7355.23,7369.47,7330.32,7342.96,1422.531602,10452057.8075147,12260,690.979234,5076955.46040494,2020-01-03 18:00:00+00:00
1578078000000,7342.95,7352.33,7280.0,7343.08,2259.002878,16538679.10997612,18046,1076.917572,7886089.41175485,2020-01-03 19:00:00+00:00
1578081600000,7343.62,7361.0,7297.01,7316.99,1546.013182,11329963.77164085,14968,812.467453,5953352.36749794,2020-01-03 20:00:00+00:00
1578085200000,7317.01,7335.0,7262.68,7283.0,1227.929145,8971337.08503506,13256,576.868473,4217244.77246865,2020-01-03 21:00:00+00:00
1578088800000,7281.69,7320.54,7260.01,7300.56,1407.545265,10255827.30858228,16357,746.195451,5439215.0998498,2020-01-03 22:00:00+00:00
1578092400000,7301.32,7346.08,7291.75,7344.96,1712.856338,12540187.59056603,14442,1065.194204,7797565.57079987,2020-01-03 23:00:00+00:00
1578096000000,7345.0,7350.0,7289.98,7302.24,1240.406484,9078998.36200795,12819,638.584825,4674982.41677796,2020-01-04 00:00:00+00:00
1578099600000,7304.96,7312.58,7280.85,7309.16,821.321239,5995763.76346649,9449,385.800829,2816706.44240979,2020-01-04 01:00:00+00:00
1578103200000,7308.71,7328.99,7296.18,7327.83,868.281715,6347480.77036324,8757,480.702704,3514344.60271422,2020-01-04 02:00:00+00:00
1578106800000,7328.21,7339.69,7318.56,7333.11,763.775397,5598498.15114238,9039,364.406639,2671265.77368834,2020-01-04 03:00:00+00:00
1578110400000,7333.14,7338.46,7312.65,7334.86,691.833205,5068965.03391615,7936,350.867692,2570685.59771596,2020-01-04 04:00:00+00:00
1578114000000,7334.59,7369.28,7325.0,7344.69,1306.738785,9599549.39428373,11322,686.859432,5045356.36727312,2020-01-04 05:00:00+00:00
1578117600000,7344.7,7367.88,7340.0,7354.96,1168.097036,8588833.52266133,9966,623.613412,4585244.9836174,2020-01-04 06:00:00+00:00
1578121200000,7354.95,7363.63,7327.32,7348.11,1352.880865,9937643.00037155,12154,738.570061,5425429.78363615,2020-01-04 07:00:00+00:00
1578124800000,7348.04,7365.0,7330.0,7346.59,1272.743225,9349986.41497317,10447,754.217284,5541046.30271424,2020-01-04 08:00:00+00:00
1578128400000,7346.4,7369.18,7339.28,7363.88,1084.110633,7969046.51742551,10286,632.443115,4649101.30288025,2020-01-04 09:00:00+00:00
1578132000000,7364.32,7369.63,7304.36,7318.3,1807.551552,13285643.39210369,13744,901.63355,6628279.00853527,2020-01-04 10:00:00+00:00
1578135600000,7318.15,7339.27,7302.1,7336.45,1520.454655,11137558.0883418,12378,845.046244,6190646.73873129,2020-01-04 11:00:00+00:00
1578139200000,7336.75,7339.58,7305.0,7312.89,1131.422667,8280307.37766014,10870,695.229782,5087716.14308025,2020-01-04 12:00:00+00:00
1578142800000,7312.79,7326.49,7291.0,7303.88,1549.128326,11319379.88516534,12399,824.575482,6025792.11206226,2020-01-04 13:00:00+00:00
1578146400000,7303.72,7323.74,7296.44,7316.72,874.231693,6392383.49458831,10447,482.357899,3526846.77919991,2020-01-04 14:00:00+00:00
1578150000000,7315.51,7332.0,7305.0,7318.99,870.0506,6368539.05235395,9712,555.828581,4068357.90817464,2020-01-04 15:00:00+00:00
1578153600000,7318.98,7323.26,7297.91,7307.11,1043.417942,7626119.39572547,10912,661.785445,4837226.21228647,2020-01-04 16:00:00+00:00
1578157200000,7308.0,7352.0,7305.0,7351.99,1237.984296,9073546.24007656,11219,700.107112,5131938.52387021,2020-01-04 17:00:00+00:00
1578160800000,7351.36,7404.0,7272.21,7306.92,4110.024469,30174172.57221053,28800,2134.448169,15683019.21119906,2020-01-04 18:00:00+00:00
1578164400000,7306.6,7353.84,7283.01,7334.83,1966.929401,14396196.38601149,17332,1094.310688,8008151.88383367,2020-01-04 19:00:00+00:00
1578168000000,7334.89,7352.64,7310.67,7341.06,1433.864061,10520647.67395371,14270,799.048179,5863217.43234697,2020-01-04 20:00:00+00:00
1578171600000,7340.9,7367.31,7330.72,7350.68,869.007514,6388749.19958577,10519,468.212026,3442355.71038733,2020-01-04 21:00:00+00:00
1578175200000,7350.72,7359.7,7342.67,7350.24,474.926109,3490739.05349926,7232,275.805997,2027212.73001064,2020-01-04 22:00:00+00:00
1578178800000,7350.05,7363.0,7328.9,7354.11,528.793108,3885494.19806059,7361,274.927101,2020187.75692625,2020-01-04 23:00:00+00:00
1578182400000,7354.19,7393.0,7354.11,7373.48,1432.35544,10563344.57119818,14037,776.628836,5726670.33329952,2020-01-05 00:00:00+00:00
1578186000000,7373.43,7481.87,7373.43,7459.18,6394.85574,47589392.48295649,41542,3681.011812,27385490.18546417,2020-01-05 01:00:00+00:00
1578189600000,7459.91,7482.87,7432.79,7443.79,2038.01579,15193162.68683375,16293,1098.019417,8185284.49384038,2020-01-05 02:00:00+00:00
1578193200000,7443.92,7478.0,7439.33,7475.99,1446.222876,10788460.71409375,10742,698.451963,5210182.68891613,2020-01-05 03:00:00+00:00
1578196800000,7476.0,7495.0,7444.0,7457.14,1859.909467,13891219.77843782,13732,963.61762,7196995.01753636,2020-01-05 04:00:00+00:00
1578200400000,7457.18,7470.0,7444.0,7459.12,952.444318,7102459.03193126,9012,467.702217,3487421.34218464,2020-01-05 05:00:00+00:00
1578204000000,7458.51,7481.25,7437.4,7457.5,1166.464289,8698784.19161467,9663,617.681229,4607145.02671692,2020-01-05 06:00:00+00:00
1578207600000,7457.83,7470.36,7442.0,7463.63,888.087854,6620622.05257971,8625,438.115246,3266141.97931797,2020-01-05 07:00:00+00:00
1578211200000,7463.64,7472.0,7410.0,7430.05,1595.878334,11873005.14908572,13828,699.623328,5206437.36091203,2020-01-05 08:00:00+00:00
1578214800000,7430.0,7436.84,7400.0,7427.74,2072.537095,15374755.3056412,14274,1071.639083,7951156.81151286,2020-01-05 09:00:00+00:00
1578218400000,7427.7,7432.28,7403.21,7415.12,995.14421,7381567.11187703,9178,554.60784,4113587.50863083,2020-01-05 10:00:00+00:00
1578222000000,7415.1,7440.0,7410.0,7422.33,1001.517619,7437451.9293479,10279,555.248319,4123218.04875656,2020-01-05 11:00:00+00:00
1578225600000,7422.27,7460.46,7421.93,7457.01,1079.561263,8035656.55335237,11542,556.966148,4145496.06580913,2020-01-05 12:00:00+00:00
1578229200000,7457.79,7458.0,7415.0,7431.15,1337.571084,9948778.23592681,12377,622.412171,4630128.04990535,2020-01-05 13:00:00+00:00
1578232800000,7431.16,7444.73,7425.0,7431.82,831.78756,6186421.45581482,10274,417.492112,3105289.93670699,2020-01-05 14:00:00+00:00
1578236400000,7431.71,7476.31,7430.99,7468.42,1839.988518,13720484.21962582,18706,910.307376,6788769.0982721,2020-01-05 15:00:00+00:00
1578240000000,7467.91,7484.0,7450.0,7461.38,1764.362509,13176482.88872617,15674,877.830135,6555856.94862444,2020-01-05 16:00:00+00:00
1578243600000,7461.26,7470.76,7445.15,7464.65,904.275876,6746680.1423498,10630,463.138933,3455255.50933466,2020-01-05 17:00:00+00:00
1578247200000,7464.62,7468.87,7421.77,7438.72,1226.760244,9128520.21994536,12491,594.867826,4426180.47597276,2020-01-05 18:00:00+00:00
1578250800000,7439.02,7449.69,7427.1,7444.14,952.37598,7086228.44770478,10026,471.831799,3511047.65520904,2020-01-05 19:00:00+00:00
1578254400000,7444.71,7445.0,7426.0,7431.6,687.771423,5113632.96483551,7435,338.382602,2516105.87400187,2020-01-05 20:00:00+00:00
1578258000000,7431.01,7431.53,7361.01,7368.52,2225.194358,16458207.43375456,17765,937.134031,6931356.29916191,2020-01-05 21:00:00+00:00
1578261600000,7367.62,7385.65,7318.0,7355.73,2249.586037,16533005.57722188,18767,1006.183545,7397754.59118095,2020-01-05 22:00:00+00:00
1578265200000,7355.73,7363.35,7321.0,7358.75,1388.41772,10200360.64432085,12317,636.475976,4677123.08838317,2020-01-05 23:00:00+00:00
1578268800000,7357.64,7384.72,7346.76,7378.75,1358.867787,10006650.47519736,10399,712.183975,5243957.74043171,2020-01-06 00:00:00+00:00
1578272400000,7378.97,7426.82,7368.55,7423.5,1630.227541,12048066.48859861,14099,917.223564,6779159.35703859,2020-01-06 01:00:00+00:00
1578276000000,7423.06,7562.0,7421.64,7551.44,5819.256972,43663709.10690237,38256,3402.178628,25524409.67271298,2020-01-06 02:00:00+00:00
1578279600000,7551.47,7580.0,7486.85,7540.9,4769.906356,35939688.36850047,27817,2222.120771,16741857.77389278,2020-01-06 03:00:00+00:00
1578283200000,7540.9,7554.61,7516.06,7529.52,1554.582461,11710943.82189495,13475,854.354945,6435282.57852864,2020-01-06 04:00:00+00:00
1578286800000,7529.52,7541.55,7496.0,7532.85,1472.91993,11073632.01372346,12768,803.684403,6042473.86977641,2020-01-06 05:00:00+00:00
1578290400000,7532.85,7537.53,7510.99,7520.0,873.32937,6569908.16641012,9507,431.807432,3248175.86765804,2020-01-06 06:00:00+00:00
1578294000000,7520.0,7527.27,7505.57,7507.91,921.886394,6931555.59320038,9159,444.004825,3338517.88953226,2020-01-06 07:00:00+00:00
1578297600000,7508.18,7551.68,7507.39,7547.55,1690.857798,12736985.42278754,14328,814.264945,6134487.50936167,2020-01-06 08:00:00+00:00
1578301200000,7547.88,7553.0,7516.51,7550.78,2074.105876,15626240.92649843,18687,864.878922,6516227.64078327,2020-01-06 09:00:00+00:00
1578304800000,7550.84,7576.68,7535.64,7561.22,1912.728693,14444524.61192176,18543,915.299118,6911919.74394356,2020-01-06 10:00:00+00:00
1578308400000,7561.27,7582.27,7526.88,7544.72,2149.635226,16235629.11430561,19890,1039.198606,7849336.70742311,2020-01-06 11:00:00+00:00
1578312000000,7544.72,7566.24,7535.0,7557.42,1484.613594,11210567.43724119,12884,704.890839,5323100.75699911,2020-01-06 12:00:00+00:00
1578315600000,7557.77,7622.0,7465.44,7528.64,3698.140842,27922946.21992676,28344,1862.625294,14075076.31828144,2020-01-06 13:00:00+00:00
1578319200000,7528.59,7558.45,7505.02,7547.93,2383.745611,17962663.1796662,19285,1303.732412,9823948.60179271,2020-01-06 14:00:00+00:00
1578322800000,7548.1,7553.28,7516.34,7519.99,1644.393877,12387650.46453011,13550,799.016667,6019492.83908403,2020-01-06 15:00:00+00:00
1578326400000,7519.05,7546.08,7509.43,7529.24,1626.355417,12248008.9962076,15654,736.282423,5544569.03843283,2020-01-06 16:00:00+00:00
1578330000000,7529.01,7561.0,7526.91,7558.48,1102.998522,8326795.80955293,12439,569.339173,4298267.66878707,2020-01-06 17:00:00+00:00
1578333600000,7558.78,7560.0,7525.96,7533.0,910.967306,6870408.26374498,10347,453.452541,3420109.10953394,2020-01-06 18:00:00+00:00
1578337200000,7532.5,7551.71,7524.0,7539.9,863.252634,6506806.85940654,10935,473.861734,3571504.33031114,2020-01-06 19:00:00+00:00
1578340800000,7539.74,7557.99,7534.9,7551.25,978.342912,7380946.73490069,11695,569.293485,4294737.99133277,2020-01-06 20:00:00+00:00
1578344400000,7551.24,7608.0,7547.56,7578.42,2101.577667,15931490.1653653,19607,1075.094844,8149879.44433462,2020-01-06 21:00:00+00:00
1578348000000,7578.42,7752.0,7574.39,7712.63,6546.730323,50288414.24073918,52828,3902.723327,29978574.82851993,2020-01-06 22:00:00+00:00
1578351600000,7712.58,7795.34,7690.7,7758.0,5066.272207,39306248.74482665,35441,2982.254897,23146543.38093203,2020-01-06 23:00:00+00:00
1578355200000,7758.9,8000.0,7758.29,7888.42,12714.830706,100431489.7743489,82946,6709.961553,52994969.46488182,2020-01-07 00:00:00+00:00
1578358800000,7889.64,7919.99,7866.01,7905.67,3784.606696,29871916.67223374,24795,1938.556008,15302810.77091618,2020-01-07 01:00:00+00:00
1578362400000,7905.67,7940.0,7892.32,7896.2,2658.470846,21044270.03587966,18811,1370.874666,10854112.61087368,2020-01-07 02:00:00+00:00
1578366000000,7896.08,7916.94,7885.75,7894.9,1811.52833,14315835.96300617,15011,975.409361,7708567.94448613,2020-01-07 03:00:00+00:00
1578369600000,7894.71,7905.5,7821.0,7840.83,3265.389556,25677451.53822563,23077,1742.827311,13706498.44044745,2020-01-07 04:00:00+00:00
1578373200000,7839.75,7882.56,7826.63,7869.33,1749.120728,13743573.7244211,16177,985.348833,7741914.49410304,2020-01-07 05:00:00+00:00
1578376800000,7869.29,7876.0,7851.26,7872.91,1034.371143,8133764.88560231,11274,527.422285,4147655.00987118,2020-01-07 06:00:00+00:00
1578380400000,7873.05,7896.72,7857.53,7883.37,1730.807736,13631073.59903554,14998,755.63328,5951062.95121976,2020-01-07 07:00:00+00:00
1578384000000,7883.11,7904.72,7868.0,7883.97,2060.945511,16256413.08171298,17390,950.466629,7497758.29864505,2020-01-07 08:00:00+00:00
1578387600000,7884.32,7886.17,7855.0,7856.26,1266.181976,9967012.27205612,11360,630.522604,4963576.78462769,2020-01-07 09:00:00+00:00
1578391200000,7856.26,7889.78,7856.15,7889.24,1164.566425,9168200.23827198,11913,687.798926,5414778.73944072,2020-01-07 10:00:00+00:00
1578394800000,7888.12,7965.0,7881.69,7895.14,4207.107584,33336242.04565509,29610,1939.212262,15367425.94336116,2020-01-07 11:00:00+00:00
1578398400000,7895.13,7915.77,7840.0,7869.05,3167.803362,24958767.24169997,25794,1506.379483,11869587.15212092,2020-01-07 12:00:00+00:00
1578402000000,7869.02,7869.03,7810.73,7847.99,2935.85674,23010639.9250808,23806,1588.38498,12449700.20206891,2020-01-07 13:00:00+00:00
1578405600000,7847.99,7884.59,7837.26,7838.8,2419.777007,19024039.6682837,18443,1342.561817,10555557.25581081,2020-01-07 14:00:00+00:00
1578409200000,7841.16,7847.99,7740.29,7764.59,5292.202151,41233550.63491074,36447,2540.74763,19795648.07089861,2020-01-07 15:00:00+00:00
1578412800000,7764.04,7940.12,7723.71,7912.18,6410.882075,50397337.57130765,39822,3152.240878,24787207.36405364,2020-01-07 16:00:00+00:00
1578416400000,7912.18,7952.05,7878.01,7938.33,3293.006137,26090371.76416601,25516,1811.684247,14355314.70783123,2020-01-07 17:00:00+00:00
1578420000000,7937.88,8137.0,7919.22,8037.69,9327.807487,75055155.95258604,63271,4762.404888,38313516.04618108,2020-01-07 18:00:00+00:00
1578423600000,8038.54,8111.45,8032.39,8073.69,4283.208684,34595341.22031034,33612,2191.476013,17697877.77403803,2020-01-07 19:00:00+00:00
1578427200000,8073.69,8175.01,8041.28,8162.66,4404.727667,35743064.47087001,33702,2200.155396,17837993.06519748,2020-01-07 20:00:00+00:00
1578430800000,8162.57,8188.0,7975.74,8016.44,5116.55768,41369148.86274302,38918,2162.224212,17479913.96247367,2020-01-07 21:00:00+00:00
1578434400000,8016.43,8067.06,7945.72,8049.55,3088.53339,24759610.15753112,31418,1584.065239,12702911.97417525,2020-01-07 22:00:00+00:00
1578438000000,8049.83,8207.68,8020.7,8145.28,3983.395044,32388519.84302401,37204,2135.753048,17370608.58620828,2020-01-07 23:00:00+00:00
1578441600000,8145.92,8455.0,8142.0,8431.82,12579.628057,104742900.3676607,86656,7296.112136,60779821.43650455,2020-01-08 00:00:00+00:00
1578445200000,8430.53,8448.14,8328.89,8370.92,8384.945558,70341465.07528166,55444,3917.527639,32870849.25847656,2020-01-08 01:00:00+00:00
1578448800000,8370.93,8422.0,8256.74,8278.59,4558.246276,38042025.79269445,35400,2210.412766,18454140.099154,2020-01-08 02:00:00+00:00
1578452400000,8278.07,8344.0,8244.93,8300.34,4359.947687,36152593.44066096,36939,2055.477727,17048325.22025449,2020-01-08 03:00:00+00:00
1578456000000,8300.34,8355.87,8288.0,8344.63,2575.222396,21432265.58001239,23179,1234.432218,10272038.66310392,2020-01-08 04:00:00+00:00
1578459600000,8343.92,8377.0,8307.85,8334.77,2664.277869,22238879.9104778,23020,1332.74476,11128950.93755594,2020-01-08 05:00:00+00:00
1578463200000,8334.76,8367.61,8319.0,8339.13,1731.943454,14440003.98839634,18579,887.971114,7404179.75512451,2020-01-08 06:00:00+00:00
1578466800000,8339.14,8347.99,8277.21,8297.26,2788.142801,23173043.03387968,22508,1476.367939,12267485.07653089,2020-01-08 07:00:00+00:00
1578470400000,8297.27,8329.09,8264.86,8312.04,2508.727051,20816132.23089639,19147,1086.816753,9017275.59081585,2020-01-08 08:00:00+00:00
1578474000000,8312.05,8321.83,8276.0,8297.21,2091.834391,17358734.18112929,18451,951.152641,7894326.20300576,2020-01-08 09:00:00+00:00
1578477600000,8296.98,8359.0,8284.19,8326.98,2380.674785,19840585.1776362,21206,1196.779887,9974423.98479169,2020-01-08 10:00:00+00:00
1578481200000,8327.06,8370.0,8325.03,8332.47,2034.529797,16984106.11942789,17716,877.142519,7321689.17031959,2020-01-08 11:00:00+00:00
1578484800000,8332.2,8347.33,8276.0,8286.16,2426.854154,20173222.92609616,23169,1074.134182,8932312.05536876,2020-01-08 12:00:00+00:00
1578488400000,8285.92,8418.61,8215.2,8384.99,7456.82961,62127675.08692924,52403,3673.404573,30621496.58241716,2020-01-08 13:00:00+00:00
1578492000000,8384.99,8385.0,8184.0,8310.98,6554.98078,54359887.65474665,44270,3109.174587,25791118.7338992,2020-01-08 14:00:00+00:00
1578495600000,8310.98,8359.0,8237.36,8305.97,3993.008669,33129539.68541083,31375,2144.232598,17792948.66303479,2020-01-08 15:00:00+00:00
1578499200000,8306.09,8335.79,8050.0,8115.0,12758.450281,104258067.80027658,75175,6018.515363,49162576.84771861,2020-01-08 16:00:00+00:00
1578502800000,8115.0,8123.98,8010.0,8077.68,7266.047229,58605948.40172699,46466,3250.139535,26222554.54802363,2020-01-08 17:00:00+00:00
1578506400000,8077.68,8094.93,8035.01,8053.7,2950.762774,23798868.85141497,22374,1202.489602,9698698.48899156,2020-01-08 18:00:00+00:00
1578510000000,8053.7,8069.73,7963.05,7963.35,3758.461889,30120249.0732217,28964,1730.872135,13874205.47529815,2020-01-08 19:00:00+00:00
1578513600000,7963.56,8060.86,7870.0,8046.03,8887.842817,70696910.51590683,55696,4052.828437,32250602.49069985,2020-01-08 20:00:00+00:00
1578517200000,8046.42,8048.66,7957.55,8016.06,3140.073055,25146586.93492485,23686,1602.895077,12836455.46806932,2020-01-08 21:00:00+00:00
