Date,Open,High,Low,Close,Volume,shares_outstanding,btc_holdings,btc_price,market_cap,btc_holdings_value,nav_premium,total_debt,leverage_ratio
2020-01-22,14.694000,14.734000,14.564000,14.592000,458000,10211800.000000,21454.000000,8680.875977,149010585.677910,186239513.201172,0.800102,0.000000,0.000000
2020-01-23,14.577000,14.666000,14.548000,14.574000,455000,10267100.000000,21454.000000,8406.515625,149632719.081593,180353386.218750,0.829664,0.000000,0.000000
2020-01-24,14.614000,14.674000,14.278000,14.316000,393000,10267100.000000,21454.000000,8445.434570,146983803.443336,181188353.271484,0.811221,0.000000,0.000000
2020-01-27,14.152000,14.379000,14.125000,14.253000,517000,10085300.000000,21454.000000,8909.819336,143745783.516121,191151264.033203,0.752000,0.000000,0.000000
2020-01-28,14.302000,14.454000,14.130000,14.400000,606000,10267100.000000,21454.000000,9358.589844,147846236.083412,200779186.507812,0.736362,0.000000,0.000000
2020-01-29,15.700000,16.500000,15.231000,15.260000,2547000,10162300.000000,21454.000000,9316.629883,155076700.325966,199878977.505859,0.775853,0.000000,0.000000
2020-01-30,15.341000,15.710000,15.134000,15.270000,1048000,10116000.000000,21454.000000,9508.993164,154471324.630737,204005939.341797,0.757190,0.000000,0.000000
2020-01-31,15.264000,15.476000,15.151000,15.203000,1011000,10116000.000000,21454.000000,9350.529297,153793548.694611,200606255.535156,0.766644,0.000000,0.000000
2020-02-03,15.245000,15.609000,14.901000,14.948000,1018000,10116000.000000,21454.000000,9293.521484,151213967.536926,199383209.925781,0.758409,0.000000,0.000000
2020-02-04,15.063000,15.254000,15.046000,15.181000,871000,10116000.000000,21454.000000,9180.962891,153570993.530273,196968377.855469,0.779673,0.000000,0.000000
2020-02-05,15.283000,15.331000,15.084000,15.284000,961000,10116000.000000,21454.000000,9613.423828,154612948.013306,206246394.808594,0.749652,0.000000,0.000000
2020-02-06,15.276000,15.385000,15.195000,15.224000,561000,10116000.000000,21454.000000,9729.801758,154005983.768463,208743166.912109,0.737777,0.000000,0.000000
2020-02-07,15.129000,15.357000,15.120000,15.266000,746000,10076300.000000,21454.000000,9795.943359,153824793.724346,210162168.832031,0.731934,0.000000,0.000000
2020-02-10,15.306000,15.357000,15.112000,15.145000,285000,10143900.000000,21454.000000,9856.611328,153629370.143509,211463739.433594,0.726505,0.000000,0.000000
2020-02-11,15.170000,15.334000,15.122000,15.210000,480000,10143900.000000,21454.000000,10208.236328,154288719.386959,219007502.183594,0.704491,0.000000,0.000000
2020-02-12,15.244000,15.354000,14.945000,14.984000,543000,10143900.000000,21454.000000,10326.054688,151996199.689579,221535177.265625,0.686104,0.000000,0.000000
2020-02-13,14.928000,14.973000,14.693000,14.807000,599000,10143900.000000,21454.000000,10214.379883,150200728.925228,219139306.005859,0.685412,0.000000,0.000000
2020-02-14,14.832000,14.968000,14.712000,14.884000,565000,10143900.000000,21454.000000,10312.116211,150981805.819988,221236141.189453,0.682446,0.000000,0.000000
2020-02-18,14.863000,14.867000,14.753000,14.797000,234000,10143900.000000,21454.000000,10141.996094,150099287.603474,217586384.195312,0.689838,0.000000,0.000000
2020-02-19,14.826000,15.017000,14.816000,14.960000,454000,10143900.000000,21454.000000,9633.386719,151752744.386959,206674678.664062,0.734259,0.000000,0.000000
2020-02-20,14.915000,15.028000,14.821000,14.980000,923000,10143900.000000,21454.000000,9608.475586,151955617.356491,206140235.220703,0.737147,0.000000,0.000000
2020-02-21,14.955000,15.068000,14.916000,14.995000,597000,10143900.000000,21454.000000,9686.441406,152107779.339123,207812913.929688,0.731946,0.000000,0.000000
2020-02-24,14.632000,14.786000,14.381000,14.588000,530000,10143900.000000,21454.000000,9650.174805,147979216.218281,207034850.259766,0.714755,0.000000,0.000000
2020-02-25,14.571000,14.586000,14.005000,14.005000,990000,10143900.000000,21454.000000,9341.705078,142065320.660877,200416940.746094,0.708849,0.000000,0.000000
2020-02-26,14.064000,14.241000,14.006000,14.012000,507000,10143900.000000,21454.000000,8820.522461,142136327.651310,189235488.876953,0.751108,0.000000,0.000000
2020-02-27,13.757000,14.072000,13.610000,13.622000,708000,10143900.000000,21454.000000,8784.494141,138180203.168678,188462537.292969,0.733197,0.000000,0.000000
2020-02-28,13.340000,13.600000,13.262000,13.516000,997000,10143900.000000,21454.000000,8672.455078,137104950.310421,186058851.246094,0.736890,0.000000,0.000000
2020-03-02,13.573000,13.773000,13.516000,13.672000,748000,10143900.000000,21454.000000,8869.669922,138687400.103474,190289898.503906,0.728822,0.000000,0.000000
2020-03-03,13.623000,13.882000,13.210000,13.439000,660000,9989710.000000,21454.000000,8787.786133,134251713.985662,188533163.693359,0.712085,0.000000,0.000000
2020-03-04,13.605000,13.650000,13.416000,13.617000,777000,10280200.000000,21454.000000,8755.246094,139985479.556847,187835049.695312,0.745258,0.000000,0.000000
2020-03-05,13.396000,13.723000,13.396000,13.688000,983000,10280200.000000,21454.000000,9078.762695,140715374.776459,194775774.865234,0.722448,0.000000,0.000000
2020-03-06,13.390000,13.674000,13.390000,13.628000,734000,10280200.000000,21454.000000,9122.545898,140098568.266678,195715099.705078,0.715829,0.000000,0.000000
2020-03-09,13.135000,13.281000,12.910000,12.943000,808000,10280200.000000,21454.000000,7923.644531,133056626.952934,169993869.773438,0.782714,0.000000,0.000000
2020-03-10,13.193000,13.193000,12.626000,12.998000,1430000,10280200.000000,21454.000000,7909.729492,133622041.090202,169695336.525391,0.787423,0.000000,0.000000
2020-03-11,12.761000,12.776000,12.200000,12.415000,716000,10280200.000000,21454.000000,7911.430176,127628682.607841,169731822.991211,0.751943,0.000000,0.000000
2020-03-12,11.998000,12.260000,10.806000,10.853000,1351000,10280200.000000,21454.000000,4970.788086,111571007.384300,106643287.595703,1.046208,0.000000,0.000000
2020-03-13,11.192000,11.370000,10.627000,11.133000,1497000,10280200.000000,21454.000000,5563.707031,114449470.443153,119363770.648438,0.958829,0.000000,0.000000
2020-03-16,10.288000,10.845000,9.979000,10.666000,1368000,10280200.000000,21454.000000,5014.479980,109648616.964722,107580653.500977,1.019222,0.000000,0.000000
2020-03-17,10.804000,11.281000,10.563000,10.936000,1061000,10547500.000000,21454.000000,5225.629395,115347458.631992,112110653.030273,1.028872,0.000000,0.000000
2020-03-18,10.335000,10.415000,9.122000,9.220000,1151000,10105000.000000,21454.000000,5238.438477,93168102.698326,112385459.076172,0.829005,0.000000,0.000000
2020-03-19,9.176000,10.724000,9.000000,10.538000,902000,10105000.000000,21454.000000,6191.192871,106486491.079330,132825851.856445,0.801700,0.000000,0.000000
2020-03-20,10.575000,10.909000,9.934000,10.074000,1046000,10105000.000000,21454.000000,6198.778320,101797773.623466,132988590.083984,0.765462,0.000000,0.000000
2020-03-23,10.231000,10.431000,9.653000,10.247000,624000,10105000.000000,21454.000000,6416.314941,103545932.378769,137655620.752930,0.752210,0.000000,0.000000
2020-03-24,10.592000,10.733000,10.305000,10.689000,750000,10105000.000000,21454.000000,6734.803711,108012346.310616,144488478.814453,0.747550,0.000000,0.000000
2020-03-25,10.758000,10.876000,10.305000,10.413000,861000,10105000.000000,21454.000000,6681.062988,105223366.079330,143335525.350586,0.734105,0.000000,0.000000
2020-03-26,10.500000,11.164000,10.500000,11.054000,719000,10105000.000000,21454.000000,6716.440430,111700668.997765,144094512.978516,0.775190,0.000000,0.000000
2020-03-27,10.732000,10.936000,10.455000,10.631000,752000,10105000.000000,21454.000000,6469.798340,107426250.605583,138803053.583008,0.773947,0.000000,0.000000
2020-03-30,10.720000,11.067000,10.467000,11.024000,712000,10105000.000000,21454.000000,6429.841797,111397521.696091,137945825.910156,0.807545,0.000000,0.000000
2020-03-31,10.999000,11.818000,10.999000,11.810000,1206000,10105000.000000,21454.000000,6438.644531,119340054.240227,138134679.773438,0.863940,0.000000,0.000000
2020-04-01,11.505000,11.663000,10.864000,11.339000,799000,10105000.000000,21454.000000,6606.776367,114580592.455864,141741780.181641,0.808376,0.000000,0.000000
2020-04-02,11.224000,11.786000,11.150000,11.449000,380000,10105000.000000,21454.000000,6793.624512,115692148.623466,145750420.274414,0.793769,0.000000,0.000000
2020-04-03,11.344000,11.560000,10.939000,11.223000,429000,10105000.000000,21454.000000,6733.387207,113408410.682678,144458089.139648,0.785061,0.000000,0.000000
2020-04-06,11.756000,11.756000,11.249000,11.603000,675000,10105000.000000,21454.000000,7271.781250,117248311.839104,156008794.937500,0.751549,0.000000,0.000000
2020-04-07,11.778000,11.980000,11.511000,11.771000,545000,10105000.000000,21454.000000,7176.414551,118945954.074860,153962797.772461,0.772563,0.000000,0.000000
2020-04-08,11.939000,12.460000,11.874000,12.300000,588000,10105000.000000,21454.000000,7334.098633,124291501.927376,157345752.068359,0.789926,0.000000,0.000000
2020-04-09,12.485000,12.733000,12.282000,12.542000,524000,10105000.000000,21454.000000,7302.089355,126736908.149719,156659025.032227,0.808998,0.000000,0.000000
2020-04-13,12.430000,12.430000,11.957000,12.209000,491000,10105000.000000,21454.000000,6845.037598,123371941.299438,146853436.620117,0.840103,0.000000,0.000000
2020-04-14,12.602000,12.761000,12.483000,12.650000,761000,10105000.000000,21454.000000,6842.427734,127828246.145248,146797444.613281,0.870780,0.000000,0.000000
2020-04-15,12.162000,12.490000,12.049000,12.260000,598000,10105000.000000,21454.000000,6642.109863,123887302.312851,142499825.006836,0.869386,0.000000,0.000000
2020-04-16,12.279000,12.546000,12.207000,12.413000,597000,10105000.000000,21454.000000,7116.804199,125433366.079330,152683917.290039,0.821523,0.000000,0.000000
2020-04-17,12.723000,12.742000,12.545000,12.653000,720000,10105000.000000,21454.000000,7096.184570,127858563.766479,152241543.771484,0.839840,0.000000,0.000000
2020-04-20,12.406000,12.736000,12.300000,12.692000,460000,9764100.000000,21454.000000,6881.958496,123925960.999203,147645537.575195,0.839348,0.000000,0.000000
2020-04-21,12.406000,12.452000,12.166000,12.271000,678000,9764100.000000,21454.000000,6880.323242,119815270.206070,147610454.837891,0.811699,0.000000,0.000000
2020-04-22,12.448000,12.621000,12.339000,12.501000,548000,9764100.000000,21454.000000,7117.207520,122061018.048191,152692570.124023,0.799391,0.000000,0.000000
2020-04-23,12.562000,12.758000,12.400000,12.598000,586000,9764100.000000,21454.000000,7429.724609,123008127.628326,159397311.769531,0.771708,0.000000,0.000000
2020-04-24,12.596000,12.748000,12.465000,12.555000,364000,9764100.000000,21454.000000,7550.900879,122588278.479767,161997027.456055,0.756732,0.000000,0.000000
2020-04-27,12.727000,13.130000,12.700000,12.923000,666000,9764100.000000,21454.000000,7795.601074,126181467.577744,167246825.446289,0.754463,0.000000,0.000000
2020-04-28,12.990000,13.101000,12.780000,12.885000,855000,9764100.000000,21454.000000,7807.058594,125810430.734825,167492635.070312,0.751140,0.000000,0.000000
2020-04-29,13.008000,13.008000,12.320000,12.748000,1615000,9764100.000000,21454.000000,8801.038086,124472748.215389,188817471.095703,0.659223,0.000000,0.000000
2020-04-30,12.571000,12.884000,12.525000,12.633000,889000,9764100.000000,21454.000000,8658.553711,123349878.950214,185760611.314453,0.664026,0.000000,0.000000
2020-05-01,12.366000,12.418000,12.097000,12.259000,664000,9764100.000000,21454.000000,8864.766602,119698100.186634,190184702.669922,0.629378,0.000000,0.000000
2020-05-04,12.219000,12.219000,11.714000,11.855000,911000,9764100.000000,21454.000000,8912.654297,115753401.030350,191212085.285156,0.605367,0.000000,0.000000
2020-05-05,12.036000,12.387000,11.980000,12.081000,578000,9764100.000000,21454.000000,9003.070312,117960095.303249,193151870.484375,0.610712,0.000000,0.000000
2020-05-06,12.108000,12.343000,12.081000,12.200000,627000,9764100.000000,21454.000000,9268.761719,119122018.137646,198852013.914062,0.599049,0.000000,0.000000
2020-05-07,12.358000,12.475000,12.264000,12.348000,708000,9764100.000000,21454.000000,9951.518555,120567102.628326,213499879.072266,0.564717,0.000000,0.000000
2020-05-08,12.538000,12.575000,12.162000,12.467000,1104000,9764100.000000,21454.000000,9842.666016,121729034.774494,211164556.699219,0.576465,0.000000,0.000000
2020-05-11,12.490000,12.558000,12.345000,12.382000,788000,9764100.000000,21454.000000,8601.795898,120899085.902023,184542929.205078,0.655127,0.000000,0.000000
2020-05-12,12.423000,12.423000,11.963000,12.011000,697000,9764100.000000,21454.000000,8804.477539,117276601.971245,188891261.123047,0.620868,0.000000,0.000000
2020-05-13,11.957000,11.957000,11.475000,11.495000,568000,9764100.000000,21454.000000,9269.987305,112238328.382587,198878307.634766,0.564357,0.000000,0.000000
2020-05-14,11.207000,11.356000,10.964000,11.321000,1248000,9764100.000000,21454.000000,9733.721680,110539377.068424,208827264.916016,0.529334,0.000000,0.000000
2020-05-15,11.339000,11.711000,11.024000,11.558000,1842000,9764100.000000,21454.000000,9328.197266,112853464.000797,200127144.136719,0.563909,0.000000,0.000000
2020-05-18,11.881000,12.070000,11.881000,12.013000,871000,9764100.000000,21454.000000,9726.575195,117296128.755856,208673944.240234,0.562102,0.000000,0.000000
2020-05-19,12.074000,12.268000,11.879000,11.906000,906000,9764100.000000,21454.000000,9729.038086,116251375.940895,208726783.095703,0.556955,0.000000,0.000000
2020-05-20,12.080000,12.196000,11.824000,12.124000,599000,9764100.000000,21454.000000,9522.981445,118379944.451809,204306043.927734,0.579425,0.000000,0.000000
2020-05-21,12.040000,12.205000,11.962000,12.072000,1009000,9764100.000000,21454.000000,9081.761719,117872210.804844,194840115.914062,0.604969,0.000000,0.000000
2020-05-22,12.136000,12.247000,12.068000,12.237000,799000,9764100.000000,21454.000000,9182.577148,119483296.244144,197003010.142578,0.606505,0.000000,0.000000
2020-05-26,12.400000,12.498000,12.285000,12.471000,1012000,9764100.000000,21454.000000,8835.052734,121768088.343716,189547221.363281,0.642416,0.000000,0.000000
2020-05-27,12.634000,12.665000,12.404000,12.592000,632000,9764100.000000,21454.000000,9181.017578,122949547.274494,196969551.121094,0.624206,0.000000,0.000000
2020-05-28,12.678000,12.735000,12.486000,12.534000,766000,9764100.000000,21454.000000,9525.750977,122383233.273697,204365461.451172,0.598845,0.000000,0.000000
2020-05-29,12.445000,12.514000,12.390000,12.448000,740000,9764100.000000,21454.000000,9439.124023,121543516.353035,202506966.798828,0.600194,0.000000,0.000000
2020-06-01,12.499000,12.499000,12.260000,12.260000,751000,9764100.000000,21454.000000,10167.268555,119707868.234825,218128579.572266,0.548795,0.000000,0.000000
2020-06-02,12.245000,12.288000,12.031000,12.109000,1019000,9764100.000000,21454.000000,9529.803711,118233488.911343,204452408.814453,0.578293,0.000000,0.000000
2020-06-03,12.251000,13.048000,12.178000,12.963000,776000,9764100.000000,21454.000000,9656.717773,126572031.205273,207175223.111328,0.610942,0.000000,0.000000
2020-06-04,12.804000,12.874000,12.362000,12.530000,619000,9764100.000000,21454.000000,9800.636719,122344170.392704,210262860.164062,0.581863,0.000000,0.000000
2020-06-05,12.843000,12.870000,12.482000,12.521000,550000,9764100.000000,21454.000000,9665.533203,122256295.206070,207364349.339844,0.589572,0.000000,0.000000
2020-06-08,12.552000,12.783000,12.361000,12.636000,696000,9764100.000000,21454.000000,9771.489258,123379164.471245,209637530.537109,0.588536,0.000000,0.000000
2020-06-09,12.503000,12.631000,12.313000,12.568000,388000,9764100.000000,21454.000000,9795.700195,122715207.235622,210156951.990234,0.583922,0.000000,0.000000
2020-06-10,12.590000,12.590000,12.305000,12.392000,541000,9764100.000000,21454.000000,9870.094727,120996729.136848,211753012.263672,0.571405,0.000000,0.000000
2020-06-11,12.154000,12.190000,11.699000,11.734000,682000,9764100.000000,21454.000000,9321.781250,114571951.411343,199989494.937500,0.572890,0.000000,0.000000
2020-06-12,12.029000,12.194000,11.576000,11.802000,652000,9764100.000000,21454.000000,9480.843750,115235908.646965,203402021.812500,0.566543,0.000000,0.000000
2020-06-15,11.578000,12.389000,11.508000,12.267000,1108000,9764100.000000,21454.000000,9450.702148,119776216.636848,202755363.892578,0.590743,0.000000,0.000000
2020-06-16,12.579000,12.613000,12.111000,12.196000,422000,9764100.000000,21454.000000,9538.024414,119082964.568424,204628775.779297,0.581946,0.000000,0.000000
2020-06-17,12.275000,12.275000,12.014000,12.173000,499000,9764100.000000,21454.000000,9480.254883,118858392.577744,203389388.255859,0.584388,0.000000,0.000000
2020-06-18,12.059000,12.143000,11.827000,11.946000,865000,9764100.000000,21454.000000,9411.840820,116641939.568424,201921632.958984,0.577659,0.000000,0.000000
2020-06-19,12.086000,12.086000,11.569000,11.819000,4883000,9764100.000000,21454.000000,9288.018555,115401900.283813,199265150.072266,0.579137,0.000000,0.000000
2020-06-22,11.901000,11.999000,11.747000,11.871000,639000,9764100.000000,21454.000000,9648.717773,115909633.930779,207003591.111328,0.559940,0.000000,0.000000
2020-06-23,11.927000,11.958000,11.722000,11.754000,497000,9764100.000000,21454.000000,9629.658203,114767228.569221,206594687.089844,0.555519,0.000000,0.000000
2020-06-24,11.707000,11.707000,11.405000,11.438000,564000,9764100.000000,21454.000000,9313.610352,111681773.118210,199814196.482422,0.558928,0.000000,0.000000
2020-06-25,11.383000,11.791000,11.355000,11.779000,584000,9764100.000000,21454.000000,9264.813477,115011336.656284,198767308.326172,0.578623,0.000000,0.000000
2020-06-26,11.689000,11.725000,11.415000,11.600000,1332000,9764100.000000,21454.000000,9162.917969,113263563.724709,196581242.101562,0.576167,0.000000,0.000000
2020-06-29,11.719000,11.966000,11.718000,11.850000,453000,9764100.000000,21454.000000,9190.854492,115704588.724709,197180592.275391,0.586795,0.000000,0.000000
2020-06-30,11.805000,11.977000,11.766000,11.829000,477000,9764100.000000,21454.000000,9137.993164,115499543.518639,196046505.341797,0.589144,0.000000,0.000000
2020-07-01,11.779000,11.997000,11.767000,11.780000,412000,9764100.000000,21454.000000,9228.325195,115021095.392704,197984488.740234,0.580960,0.000000,0.000000
2020-07-02,11.865000,11.943000,11.700000,11.735000,503000,9764100.000000,21454.000000,9123.410156,114581710.147762,195733641.492188,0.585396,0.000000,0.000000
2020-07-06,11.883000,12.068000,11.792000,11.975000,802000,9764100.000000,21454.000000,9375.474609,116925101.224709,201141432.269531,0.581308,0.000000,0.000000
2020-07-07,11.962000,12.102000,11.775000,11.809000,487000,9764100.000000,21454.000000,9252.277344,115304257.048988,198498358.132812,0.580883,0.000000,0.000000
2020-07-08,11.757000,11.824000,11.681000,11.822000,934000,9764100.000000,21454.000000,9428.333008,115431185.804844,202275456.349609,0.570663,0.000000,0.000000
2020-07-09,11.789000,11.838000,11.609000,11.737000,395000,9764100.000000,21454.000000,9277.967773,114601246.244144,199049520.611328,0.575742,0.000000,0.000000
2020-07-10,11.765000,11.866000,11.718000,11.766000,478000,9764100.000000,21454.000000,9278.807617,114884398.588657,199067538.619141,0.577113,0.000000,0.000000
2020-07-13,11.811000,11.978000,11.568000,11.579000,681000,9764100.000000,21454.000000,9243.614258,113058518.518639,198312500.287109,0.570103,0.000000,0.000000
2020-07-14,11.629000,11.741000,11.421000,11.666000,1080000,9764100.000000,21454.000000,9243.213867,113907994.175720,198303910.306641,0.574411,0.000000,0.000000
2020-07-15,11.805000,12.144000,11.786000,12.045000,803000,9764100.000000,21454.000000,9192.836914,117608585.244942,197223123.154297,0.596322,0.000000,0.000000
2020-07-16,11.957000,11.957000,11.785000,11.846000,612000,9764100.000000,21454.000000,9132.227539,115665525.843716,195922809.623047,0.590363,0.000000,0.000000
2020-07-17,11.805000,11.972000,11.723000,11.834000,401000,9764100.000000,21454.000000,9151.392578,115548355.824280,196333976.371094,0.588530,0.000000,0.000000
2020-07-20,11.810000,12.142000,11.810000,12.051000,314000,9764100.000000,21454.000000,9164.231445,117667165.598774,196609421.427734,0.598482,0.000000,0.000000
2020-07-21,12.148000,12.200000,12.004000,12.104000,729000,9764100.000000,21454.000000,9374.887695,118184667.293930,201128840.615234,0.587607,0.000000,0.000000
2020-07-22,12.106000,12.251000,11.994000,12.121000,417000,9764100.000000,21454.000000,9525.363281,118350658.930779,204357143.835938,0.579136,0.000000,0.000000
2020-07-23,12.069000,12.259000,11.934000,11.976000,499000,9764100.000000,21454.000000,9581.072266,116934859.961128,205552324.386719,0.568881,0.000000,0.000000
2020-07-24,11.887000,11.924000,11.632000,11.695000,545000,9764100.000000,21454.000000,9536.892578,114191146.520233,204604493.371094,0.558107,0.000000,0.000000
2020-07-27,11.755000,11.855000,11.626000,11.766000,678000,9764100.000000,21454.000000,10990.873047,114884398.588657,235798190.347656,0.487215,0.000000,0.000000
2020-07-28,11.706000,11.925000,11.587000,11.781000,669000,9764100.000000,21454.000000,10912.823242,115030863.440895,234123709.837891,0.491325,0.000000,0.000000
2020-07-29,12.399000,12.726000,11.865000,12.274000,1438000,9751670.000000,21454.000000,11100.467773,119691999.216785,238149435.611328,0.502592,0.000000,0.000000
2020-07-30,12.073000,12.296000,12.055000,12.215000,560000,9686180.000000,21454.000000,11111.213867,118316690.177994,238379982.306641,0.496337,0.000000,0.000000
2020-07-31,12.170000,12.426000,12.000000,12.392000,824000,9686180.000000,21454.000000,11323.466797,120031144.481392,242933656.660156,0.494090,0.000000,0.000000
2020-08-03,12.437000,12.437000,12.248000,12.366000,526000,9686180.000000,21454.000000,11246.348633,119779303.579693,241279163.568359,0.496435,0.000000,0.000000
2020-08-04,12.312000,12.339000,12.184000,12.332000,502000,9686180.000000,21454.000000,11205.892578,119449969.616909,240411219.371094,0.496857,0.000000,0.000000
2020-08-05,12.411000,12.517000,12.334000,12.395000,523000,9686180.000000,21454.000000,11747.022461,120060205.533981,252020619.876953,0.476390,0.000000,0.000000
2020-08-06,12.380000,12.390000,12.215000,12.335000,348000,9686180.000000,21454.000000,11779.773438,119479030.669498,252723259.328125,0.472766,0.000000,0.000000
2020-08-07,12.300000,12.401000,12.234000,12.339000,370000,9686180.000000,21454.000000,11601.472656,119517772.581310,248897994.367188,0.480188,0.000000,0.000000
2020-08-10,12.338000,12.441000,12.238000,12.362000,473000,9686180.000000,21454.000000,11878.111328,119740561.667881,254833000.433594,0.469879,0.000000,0.000000
2020-08-11,14.199000,14.543000,13.479000,13.489000,3339000,9686180.000000,21454.000000,11410.525391,130656885.123787,244801411.730469,0.533726,0.000000,0.000000
2020-08-12,13.502000,14.075000,13.502000,13.704000,1807000,9686180.000000,21454.000000,11584.934570,132739415.301781,248543186.271484,0.534070,0.000000,0.000000
2020-08-13,13.848000,13.935000,13.685000,13.700000,752000,9686180.000000,21454.000000,11784.137695,132700664.152508,252816890.115234,0.524888,0.000000,0.000000
2020-08-14,13.762000,14.675000,13.750000,14.663000,2857000,9686180.000000,21454.000000,11768.871094,142028458.374596,252489360.445312,0.562513,0.000000,0.000000
2020-08-17,14.801000,15.170000,14.184000,14.384000,2295000,9686180.000000,21454.000000,12254.402344,139326011.420307,262905947.882812,0.529946,0.000000,0.000000
2020-08-18,14.444000,14.598000,14.175000,14.314000,1218000,9686180.000000,21454.000000,11991.233398,138647981.776295,257259921.330078,0.538941,0.000000,0.000000
2020-08-19,14.339000,14.339000,13.972000,14.167000,1560000,9686180.000000,21454.000000,11758.283203,137224110.286407,252262207.839844,0.543974,0.000000,0.000000
2020-08-20,14.175000,14.506000,14.175000,14.414000,1007000,9686180.000000,21454.000000,11878.372070,139616594.233818,254838594.396484,0.547863,0.000000,0.000000
2020-08-21,14.440000,14.592000,14.354000,14.508000,735000,9686180.000000,21454.000000,11592.489258,140527103.061085,248705264.537109,0.565035,0.000000,0.000000
2020-08-24,14.650000,14.928000,14.536000,14.858000,880000,9686180.000000,21454.000000,11774.595703,143917260.518608,252612176.214844,0.569716,0.000000,0.000000
2020-08-25,14.870000,15.029000,14.655000,14.696000,1165000,9686180.000000,21454.000000,11366.134766,142348102.240696,243849055.261719,0.583755,0.000000,0.000000
2020-08-26,14.868000,14.896000,14.576000,14.606000,820000,9686180.000000,21454.000000,11488.363281,141476344.562702,246471345.835938,0.574007,0.000000,0.000000
2020-08-27,14.733000,14.762000,14.414000,14.652000,761000,9686180.000000,21454.000000,11323.397461,141921913.498383,242932169.126953,0.584204,0.000000,0.000000
2020-08-28,14.749000,15.046000,14.668000,14.689000,839000,9686180.000000,21454.000000,11542.500000,142280299.276295,247632795.000000,0.574562,0.000000,0.000000
2020-08-31,14.726000,14.796000,14.399000,14.444000,803000,9686180.000000,21454.000000,11680.820312,139907186.284790,250600318.984375,0.558288,0.000000,0.000000
2020-09-01,14.501000,14.910000,14.501000,14.882000,863000,9686180.000000,21454.000000,11970.478516,144149730.464401,256814646.074219,0.561299,0.000000,0.000000
2020-09-02,14.846000,15.123000,14.774000,15.000000,1005000,9686180.000000,21454.000000,11414.034180,145292700.000000,244876689.291016,0.593330,0.000000,0.000000
2020-09-03,14.875000,14.875000,14.391000,14.428000,790000,9686180.000000,21454.000000,10245.296875,139752209.400082,219802599.156250,0.635808,0.000000,0.000000
2020-09-04,14.441000,14.441000,13.689000,14.219000,1248000,9686180.000000,21454.000000,10511.813477,137727792.089806,225520446.326172,0.610711,0.000000,0.000000
2020-09-08,14.061000,14.315000,13.882000,13.882000,884000,9686180.000000,21454.000000,10131.516602,134463550.464401,217361557.169922,0.618617,0.000000,0.000000
2020-09-09,13.983000,14.235000,13.900000,14.115000,1407000,9686180.000000,21454.000000,10242.347656,136720428.483009,219739326.617188,0.622194,0.000000,0.000000
2020-09-10,14.172000,14.309000,13.944000,13.972000,1487000,9686180.000000,21454.000000,10363.138672,135335308.142395,222330777.066406,0.608712,0.000000,0.000000
2020-09-11,14.087000,14.141000,13.884000,14.113000,1164000,9686180.000000,21454.000000,10400.915039,136701057.527103,223141231.248047,0.612621,0.000000,0.000000
2020-09-14,14.163000,14.304000,14.021000,14.262000,694000,9686180.000000,21454.000000,10680.837891,138144299.972897,229146696.105469,0.602864,0.000000,0.000000
