datetime,open,high,low,close,volume,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,daily_return,daily_return_pct,cummax,drawdown_from_ath,drawdown_pct,rv_7d,rv_14d,rv_30d,rv_7d_label,rv_14d_label,rv_30d_label,n_hourly_obs,market_cap,cg_close,btc_dominance_pct
2020-01-14 00:00:00+00:00,8110.34,8880.0,8105.54,8810.01,120399.126742,1032735180.8658738,915328,62492.096676,536081638.0541857,0.08626888638454133,8.626888638454133,8810.01,0.0,0.0,0.006225802663726922,0.00553110135847394,0.02529957178248233,0.6%,0.6%,2.5%,24,,,56.06872307855222
2020-01-15 00:00:00+00:00,8814.64,8916.48,8564.0,8821.41,84816.29760600001,743712237.2790817,764048,42493.551026,372770745.1792992,0.0012939826402011967,0.12939826402011967,8821.41,0.0,0.0,0.006077877099093936,0.0055001309025480465,0.025152080971189608,0.6%,0.6%,2.5%,24,,,56.06872307855222
2020-01-16 00:00:00+00:00,8820.01,8859.81,8586.0,8720.01,51991.074284,451752380.28108114,543064,25996.30135,225914888.37777233,-0.011494761041602186,-1.1494761041602186,8821.41,-101.39999999999964,-1.1494761041602186,0.004748950632723914,0.016253106773789973,0.028789001642906157,0.5%,1.6%,2.9%,24,,,56.06872307855222
2020-01-17 00:00:00+00:00,8720.15,9041.65,8672.44,8913.28,70897.737377,629568740.707009,676403,36139.808845,320997160.95891666,0.02216396540829657,2.216396540829657,8913.28,0.0,0.0,0.005995233577045822,0.006036016347404123,0.012486175328765418,0.6%,0.6%,1.2%,24,,,56.06872307855222
2020-01-18 00:00:00+00:00,8913.27,8988.88,8806.38,8915.96,38294.746545,340852837.9160803,458182,19421.295313,172895403.23974317,0.00030067494794261407,0.030067494794261407,8915.96,0.0,0.0,0.006001799575113734,0.006007518993007246,0.012459965374842641,0.6%,0.6%,1.2%,24,,,56.06872307855222
2020-01-19 00:00:00+00:00,8915.09,9198.98,8466.0,8701.7,70676.889259,623950864.2762928,615665,33655.943241,297282818.0931591,-0.024031063396426022,-2.4031063396426022,8915.96,-214.2599999999984,-2.4031063396426022,0.004884240791338089,0.01663935645607004,0.028771808185021307,0.5%,1.7%,2.9%,24,,,56.06872307855222
2020-01-20 00:00:00+00:00,8701.72,8746.99,8521.28,8642.35,38896.639746,336447837.0018059,385006,19453.863782,168293007.48754647,-0.006820506337842036,-0.6820506337842036,8915.96,-273.60999999999876,-3.068766571406767,0.020458261831323113,0.03226596847089428,0.031015321360671085,2.0%,3.2%,3.1%,24,,,56.06872307855222
2020-01-21 00:00:00+00:00,8642.35,8789.0,8488.0,8736.03,36494.687659,316056704.984738,365621,18731.871637,162303157.94279355,0.010839644309707408,1.0839644309707408,8915.96,-179.92999999999847,-2.018066478539593,0.004942786272606506,0.011938540347053323,0.026125016179615348,0.5%,1.2%,2.6%,24,,,56.06872307855222
2020-01-22 00:00:00+00:00,8736.04,8818.0,8590.0,8682.36,29080.557138,252638888.2149255,317424,14477.157512,125794389.99554266,-0.006143522858781392,-0.6143522858781392,8915.96,-233.59999999999854,-2.620020726876282,0.007738932960943527,0.029566779055261543,0.028943961330124772,0.8%,3.0%,2.9%,24,,,56.06872307855222
2020-01-23 00:00:00+00:00,8682.77,8691.81,8306.39,8404.52,48165.944597,407428808.675337,464805,23287.712444,196965082.0404137,-0.03200051598874043,-3.200051598874043,8915.96,-511.4399999999987,-5.736230310589086,0.04055435447145707,0.03370119192054803,0.03063119368158832,4.1%,3.4%,3.1%,24,,,56.06872307855222
2020-01-24 00:00:00+00:00,8404.52,8528.02,8238.0,8439.0,41687.529529,349874174.79003936,407271,21293.489586,178752179.11477745,0.0041025543398076625,0.41025543398076625,8915.96,-476.9599999999991,-5.349508073163167,0.04102432444946804,0.03406756244003487,0.030848535946610658,4.1%,3.4%,3.1%,24,,,56.06872307855222
2020-01-25 00:00:00+00:00,8438.99,8451.26,8254.9,8340.58,25521.157932000002,212869245.6358978,283118,13076.752786,109098245.22427255,-0.011662519255836057,-1.1662519255836057,8915.96,-575.3799999999992,-6.453371257834261,0.04334836267376343,0.03337813030743305,0.030423842492077607,4.3%,3.3%,3.0%,24,,,56.06872307855222
2020-01-26 00:00:00+00:00,8340.01,8618.13,8293.66,8615.0,31130.485164,263941925.272999,332612,15797.911267,133936210.1435635,0.032901788604629445,3.2901788604629445,8915.96,-300.9599999999991,-3.3755198542837705,0.02068342466713333,0.034067188862831874,0.031103809422955028,2.1%,3.4%,3.1%,24,,,56.06872307855222
2020-01-27 00:00:00+00:00,8614.39,9000.0,8535.0,8907.57,53973.542996,473194952.8044688,514196,28592.326521,250794158.80919072,0.0339605339524085,3.39605339524085,8915.96,-8.389999999999418,-0.09410091566134371,0.005905142997933776,0.006050253584514751,0.01261808250518449,0.6%,0.6%,1.3%,24,,,56.06872307855222
2020-01-28 00:00:00+00:00,8907.57,9400.0,8862.4,9374.21,74584.853765,676593159.4823396,616678,38852.363246,352558461.21538204,0.05238690237629329,5.238690237629329,9374.21,0.0,0.0,0.0033792117553095914,0.003135720143954362,0.002879949933380719,0.3%,0.3%,0.3%,24,,,56.06872307855222
2020-01-29 00:00:00+00:00,9375.34,9449.24,9216.0,9301.53,53864.065122,503188568.83635783,492545,26615.651329,248688826.41119042,-0.007753186668529755,-0.7753186668529755,9374.21,-72.67999999999847,-0.7753186668529755,0.002404193012673658,0.002554149459899299,0.0028628291937385602,0.2%,0.3%,0.3%,24,,,56.06872307855222
2020-01-30 00:00:00+00:00,9301.57,9578.0,9204.44,9513.21,60626.744259,569652869.8196837,529570,30852.55545,290043577.4392868,0.022757546339150503,2.2757546339150503,9513.21,0.0,0.0,0.005080505935791457,0.0043403342476669195,0.0037093220949425383,0.5%,0.4%,0.4%,24,,,56.06872307855222
2020-01-31 00:00:00+00:00,9511.52,9530.22,9210.01,9352.89,45552.022352,425779010.4065367,428547,22482.470899,210150300.2222744,-0.01685235582942035,-1.6852355829420351,9513.21,-160.3199999999997,-1.6852355829420351,0.003469972347539706,0.0030181578909359652,0.0028126420143147926,0.3%,0.3%,0.3%,24,,,56.06872307855222
2020-02-01 00:00:00+00:00,9351.71,9464.53,9281.0,9384.61,28578.067354,268137739.99333748,334972,14679.126305,137764121.89168733,0.0033914650979538497,0.33914650979538497,9513.21,-128.59999999999854,-1.3518044908080284,0.003146287071266648,0.003118887291598501,0.0028580131115604457,0.3%,0.3%,0.3%,24,,,56.06872307855222
2020-02-02 00:00:00+00:00,9384.41,9477.03,9120.0,9331.51,45690.912540000005,428064088.6904683,446558,22588.40606,211808205.79156947,-0.005658199967819688,-0.5658199967819688,9513.21,-181.6999999999989,-1.909975707463607,0.003058049837316478,0.0027743345185416947,0.0027137850816849386,0.3%,0.3%,0.3%,24,,,56.06872307855222
2020-02-03 00:00:00+00:00,9331.59,9618.79,9234.0,9292.24,50892.133451,476379993.49247247,492124,24781.397696,232065946.53854197,-0.004208322125786812,-0.4208322125786812,9513.21,-220.96999999999935,-2.322770127012852,0.0023551692611199996,0.002525774099749961,0.002906655054460361,0.2%,0.3%,0.3%,24,,,56.06872307855222
2020-02-04 00:00:00+00:00,9291.35,9350.0,9093.01,9197.02,53308.175266,491136137.2107625,528930,26103.432307,240571508.24015158,-0.01024726007937804,-1.024726007937804,9513.21,-316.1899999999987,-3.3236941053545355,0.0026357552310465426,0.0027459586508088475,0.006209085913676938,0.3%,0.3%,0.6%,24,,,56.06872307855222
2020-02-05 00:00:00+00:00,9197.02,9744.45,9177.22,9612.04,64870.415615,613540574.7818313,661758,35375.605202,334620486.13736695,0.04512548629882285,4.512548629882285,9612.04,0.0,0.0,0.0038296100101688373,0.00422216456223924,0.003931877154940878,0.4%,0.4%,0.4%,24,,,56.06872307855222
2020-02-06 00:00:00+00:00,9612.03,9862.57,9526.35,9772.0,64949.706588,631245079.8223811,682179,32143.454647,312506614.3866246,0.016641628624100457,1.6641628624100457,9772.0,0.0,0.0,0.00356384175358296,0.0034109737986163114,0.0038130082784414965,0.4%,0.3%,0.4%,24,,,56.06872307855222
2020-02-07 00:00:00+00:00,9772.0,9885.0,9730.0,9813.73,43966.114632,430744860.1814393,582249,22733.988186,222761439.9557888,0.004270364306180774,0.4270364306180774,9813.73,0.0,0.0,0.004337493761572934,0.0040974371873086085,0.003872702975965574,0.4%,0.4%,0.4%,24,,,56.06872307855222
2020-02-08 00:00:00+00:00,9813.87,9940.0,9667.11,9895.05,43600.843666,427781790.200816,514573,22664.381837,222438123.8466874,0.008286349838440676,0.8286349838440676,9895.05,0.0,0.0,0.006616269350901653,0.005532954078057263,0.004677888479666887,0.7%,0.6%,0.5%,24,,,56.06872307855222
2020-02-09 00:00:00+00:00,9895.04,10166.0,9880.75,10151.75,43408.475615999996,437441704.90539634,536848,22408.277327,225799470.0027466,0.025942264061323606,2.5942264061323606,10151.75,0.0,0.0,0.016471570858137913,0.013194391448511639,0.00993448809126098,1.6%,1.3%,1.0%,23,,,56.06872307855222
2020-02-10 00:00:00+00:00,10151.72,10188.0,9756.0,9851.83,59573.084619,590091358.442907,690308,28618.883245,283509329.4368132,-0.02954367473588293,-2.954367473588293,10151.75,-299.9200000000001,-2.954367473588293,0.005962015422845477,0.0050097287414993,0.004335333265962327,0.6%,0.5%,0.4%,24,,,56.06872307855222
2020-02-11 00:00:00+00:00,9851.74,10323.59,9700.0,10223.08,62422.395224,624970415.4054742,710170,31905.31642,319373572.872505,0.03768335426007141,3.768335426007141,10223.08,0.0,0.0,0.01695824612320076,0.014257302037155478,0.010802192617207617,1.7%,1.4%,1.1%,24,,,56.06872307855222
2020-02-12 00:00:00+00:00,10223.08,10450.0,10223.08,10326.46,61008.063930000004,629756037.5160786,857655,31141.8077,321525481.5414018,0.01011241230627169,1.011241230627169,10326.46,0.0,0.0,0.005849022569309261,0.013537009000560467,0.010893854175009146,0.6%,1.4%,1.1%,24,,,56.06872307855222
2020-02-13 00:00:00+00:00,10325.33,10500.0,10080.0,10229.63,79344.358759,815507473.735361,932802,38475.272548,395629173.0386233,-0.009376882300420442,-0.9376882300420442,10326.46,-96.82999999999993,-0.9376882300420442,0.016782700314368768,0.014248003496506527,0.010797911771628114,1.7%,1.4%,1.1%,24,,,56.06872307855222
2020-02-14 00:00:00+00:00,10227.78,10381.56,10111.37,10344.36,47038.480173,482455622.0036259,622310,23697.005493,243079257.3055149,0.011215459405667705,1.1215459405667705,10344.36,0.0,0.0,0.005776865503065738,0.012208757362184916,0.010900354576642278,0.6%,1.2%,1.1%,24,,,56.06872307855222
2020-02-15 00:00:00+00:00,10344.36,10375.0,9801.0,9904.72,57657.202947,580845331.1747847,739781,26758.580323000002,269731775.5031557,-0.04250045435387029,-4.250045435387029,10344.36,-439.64000000000124,-4.250045435387029,0.006923144001311978,0.005772223486921871,0.004840361527809337,0.7%,0.6%,0.5%,24,,,56.06872307855222
2020-02-16 00:00:00+00:00,9904.46,10050.0,9638.12,9917.27,60023.999536999996,592584876.9040861,708070,29406.136839,290482773.25193715,0.0012670726683845501,0.126707266838455,10344.36,-427.09000000000015,-4.128723284959146,0.007393556757247657,0.006111607862326035,0.005041595352374576,0.7%,0.6%,0.5%,24,,,56.06872307855222
2020-02-17 00:00:00+00:00,9910.7,9964.16,9452.67,9706.0,70261.011901,680009637.6159953,778058,33221.839241,321724146.0973482,-0.021303241718739208,-2.1303241718739208,10344.36,-638.3600000000006,-6.171092266703793,0.003144311036946287,0.0035586205071307555,0.003975754755183814,0.3%,0.4%,0.4%,24,,,56.06872307855222
2020-02-18 00:00:00+00:00,9706.0,10250.0,9576.01,10164.71,70604.124019,696870122.812608,723413,37303.996326,368380176.64872575,0.04726045744900054,4.726045744900054,10344.36,-179.65000000000146,-1.736695165288149,0.01648336901761804,0.013179525359802135,0.009955824701147295,1.6%,1.3%,1.0%,24,,,56.06872307855222
2020-02-19 00:00:00+00:00,10164.78,10250.0,9350.0,9593.79,55162.586895,547679966.9292257,588760,25457.91648,253188749.12823528,-0.0561668753953628,-5.61668753953628,10344.36,-750.5699999999997,-7.255837963875966,0.0035290897428815107,0.0044308920672187025,0.003845122281446991,0.4%,0.4%,0.4%,19,,,56.06872307855222
2020-02-20 00:00:00+00:00,9594.65,9699.0,9400.0,9596.42,60152.342914,576020107.4626018,667387,29843.208875,285816414.8781603,0.00027413566484146834,0.027413566484146834,10344.36,-747.9400000000005,-7.230413481356024,0.003563275133732404,0.0044215761575467335,0.0038566365004947018,0.4%,0.4%,0.4%,24,,,56.06872307855222
2020-02-21 00:00:00+00:00,9597.21,9755.51,9550.21,9677.05,42181.554524,408286949.8035292,470599,21645.267614,209532434.5763331,0.00840209161333072,0.840209161333072,10344.36,-667.3100000000013,-6.450954916495566,0.0033195712464846945,0.003561190778697385,0.0039962379684017856,0.3%,0.4%,0.4%,24,,,56.06872307855222
2020-02-22 00:00:00+00:00,9677.05,9709.17,9560.02,9650.86,24636.757623,237544283.22525856,319961,13267.246511,127929552.9975982,-0.002706403294392312,-0.2706403294392312,10344.36,-693.5,-6.70413636029682,0.003934510861759474,0.003814674764807022,0.00400276540278266,0.4%,0.4%,0.4%,24,,,56.06872307855222
2020-02-23 00:00:00+00:00,9650.85,9990.0,9645.0,9936.4,37702.089843,371815095.46744496,441935,20035.250549,197592792.8624695,0.02958700053673957,2.958700053673957,10344.36,-407.96000000000095,-3.9437915927133305,0.008670965000018545,0.006995628842968389,0.005582745283447816,0.9%,0.7%,0.6%,24,,,56.06872307855222
2020-02-24 00:00:00+00:00,9936.4,9990.0,9473.56,9656.13,55796.59612,542081527.6408329,589384,26426.930644,256859539.02050737,-0.028206392657300516,-2.8206392657300516,10344.36,-688.2300000000014,-6.653190724220748,0.0039369348780439305,0.0037760014233770406,0.004003029601217449,0.4%,0.4%,0.4%,24,,,56.06872307855222
2020-02-25 00:00:00+00:00,9655.52,9675.0,9250.0,9315.84,54379.344552,514946930.56602305,579079,26318.934158,249358678.88131347,-0.03524082629376357,-3.524082629376357,10344.36,-1028.5200000000004,-9.942809414985565,0.0028406427294719256,0.002679038686875666,0.002661952061392042,0.3%,0.3%,0.3%,24,,,56.06872307855222
2020-02-26 00:00:00+00:00,9316.48,9377.44,8633.63,8785.25,92130.345482,830717784.379095,871018,41928.874809,378197861.58165485,-0.056955679788403435,-5.6955679788403435,10344.36,-1559.1100000000006,-15.072077924588868,0.005970289115559079,0.005537902963862471,0.0254884687007986,0.6%,0.6%,2.5%,24,,,56.06872307855222
2020-02-27 00:00:00+00:00,8786.0,8971.77,8531.0,8823.21,72483.578762,636955872.7625463,696646,35410.014492,311229361.68385184,0.00432087874562459,0.432087874562459,10344.36,-1521.1500000000015,-14.70511467118315,0.006029806833717567,0.005511368105494417,0.0250819140300582,0.6%,0.6%,2.5%,24,,,56.06872307855222
2020-02-28 00:00:00+00:00,8823.25,8900.0,8445.0,8692.91,71155.208977,615664817.0103912,655727,35295.606135,305533926.9847335,-0.014767867930152279,-1.4767867930152279,10344.36,-1651.4500000000007,-15.964738272836609,0.005516353070210132,0.016968719578860685,0.028808092641289283,0.6%,1.7%,2.9%,24,,,56.06872307855222
2020-02-29 00:00:00+00:00,8690.8,8790.0,8523.55,8523.61,36748.183035,318585951.98853236,414175,18916.854559,164044036.86872095,-0.01947564164359228,-1.9475641643592279,10344.36,-1820.75,-17.601378915660316,0.04174695706861441,0.034201425048179454,0.031138993986367696,4.2%,3.4%,3.1%,24,,,56.06872307855222
2020-03-01 00:00:00+00:00,8523.61,8750.0,8411.0,8531.88,43892.201779,375729315.25408256,472019,21838.368866,186962259.70689058,0.0009702461750360492,0.09702461750360492,10344.36,-1812.4800000000014,-17.521431968724997,0.041798537022095135,0.03422125557758663,0.031078277133730674,4.2%,3.4%,3.1%,24,,,56.06872307855222
2020-03-02 00:00:00+00:00,8530.3,8965.75,8498.0,8915.24,60401.31773,528906629.5628192,564535,31213.080601999998,273395227.9483244,0.04493265259239476,4.493265259239476,10344.36,-1429.1200000000008,-13.815451125057521,0.006001901710491329,0.006010923120316964,0.012484541873278323,0.6%,0.6%,1.2%,24,,,56.06872307855222
2020-03-03 00:00:00+00:00,8911.18,8919.65,8651.0,8760.07,55154.997282,484181096.3229557,512762,26954.229745,236655810.14459231,-0.017405027795101446,-1.7405027795101446,10344.36,-1584.2900000000009,-15.315495593734173,0.005312780013972182,0.0072175409666084146,0.02601439183191633,0.5%,0.7%,2.6%,24,,,56.06872307855222
2020-03-04 00:00:00+00:00,8760.07,8848.29,8660.0,8750.87,38696.482578,338849891.9529354,454817,19279.33119,168832874.50723547,-0.0010502199183338723,-0.10502199183338723,10344.36,-1593.4899999999998,-15.404432947035874,0.005212833206403342,0.009099595313836032,0.02611092263166664,0.5%,0.9%,2.6%,23,,,56.06872307855222
2020-03-05 00:00:00+00:00,8750.99,9159.42,8746.54,9054.68,58201.866355,524102029.20478296,619552,30482.082171,274387102.9108893,0.034717690926730604,3.4717690926730604,10344.36,-1289.6800000000003,-12.46747019631954,0.009560158497934054,0.008114762085213285,0.006919946974438917,1.0%,0.8%,0.7%,24,,,56.06872307855222
2020-03-06 00:00:00+00:00,9054.64,9170.0,8985.5,9131.88,43782.948044,397598476.4205629,493216,22296.560506,202484342.22117203,0.008525977726435263,0.8525977726435263,10344.36,-1212.4800000000014,-11.72116979687483,0.0037976398377825927,0.007404625125039007,0.00686851499745386,0.4%,0.7%,0.7%,24,,,56.06872307855222
2020-03-07 00:00:00+00:00,9130.89,9188.0,8835.0,8886.66,45422.204525,409983263.78913796,485400,22281.715855,201161181.30473226,-0.026853178096952535,-2.6853178096952535,10344.36,-1457.7000000000007,-14.091736946509991,0.005859828321594083,0.005826607980503927,0.014955002783855507,0.6%,0.6%,1.5%,24,,,56.06872307855222
2020-03-08 00:00:00+00:00,8885.25,8886.76,8000.0,8033.31,77537.315166,656931544.7821604,740741,34843.607849,295351474.4354491,-0.09602595350784204,-9.602595350784204,10344.36,-2311.05,-22.341159820423883,0.025015902586949895,0.03154141719510515,0.0258109217499396,2.5%,3.2%,2.6%,24,,,56.06872307855222
2020-03-09 00:00:00+00:00,8034.76,8179.31,7632.01,7929.87,116968.863268,918787729.0855839,929234,58020.957926999996,455866837.3046226,-0.012876385948008995,-1.2876385948008995,10344.36,-2414.4900000000007,-23.34112501885086,0.02289007176702388,0.029491968308183996,0.02439464788639843,2.3%,2.9%,2.4%,24,,,56.06872307855222
2020-03-10 00:00:00+00:00,7929.87,8149.0,7728.01,7894.56,86783.443875,689700153.4490932,737528,43673.584023999996,347117049.3619673,-0.004452784219665551,-0.4452784219665551,10344.36,-2449.8,-23.68247044766424,0.02999919740999717,0.029437931083030614,0.02428330808342608,3.0%,2.9%,2.4%,24,,,56.06872307855222
2020-03-11 00:00:00+00:00,7894.57,7980.0,7590.0,7934.52,79942.41117200001,624465167.3648188,699401,40497.892738,316442882.7597013,0.005061713382379818,0.5061713382379818,10344.36,-2409.84,-23.296172987019016,0.02013886902546206,0.029400645041004977,0.0243835379348242,2.0%,2.9%,2.4%,24,,,56.06872307855222
2020-03-12 00:00:00+00:00,7934.58,7966.17,4410.0,4800.0,261505.608653,1628590104.2222133,1770812,119298.00619700001,743481672.2037649,-0.3950484717412017,-39.50484717412017,10344.36,-5544.360000000001,-53.59790262519866,0.17254535407135063,0.5730151730998917,0.5730151730998917,,,,24,,,56.06872307855222
2020-03-13 00:00:00+00:00,4800.01,5955.0,3782.13,5578.6,402201.673764,2063819540.6389947,2309830,197511.954273,1017423855.755749,0.1622083333333335,16.220833333333353,10344.36,-4765.76,-46.07109574686109,,,,,,,24,,,56.06872307855222
2020-03-14 00:00:00+00:00,5576.05,5640.52,5055.13,5172.06,136910.135974,736651880.9210789,1106125,66104.01972899999,356020329.8521769,-0.07287491485318898,-7.287491485318897,10344.36,-5172.3,-50.001160052434365,,,,,,,24,,,56.06872307855222
2020-03-15 00:00:00+00:00,5172.48,5940.0,5093.1,5361.3,139916.146534,753755706.4268773,1037714,70540.65095,380499471.94982266,0.03658890268094339,3.658890268094339,10344.36,-4983.06,-48.17175736343283,0.19967110205637909,0.6093131206017176,0.6093131206017176,,,,24,,,56.06872307855222
2020-03-16 00:00:00+00:00,5360.33,5365.42,4442.12,5028.97,227276.92276,1113690309.1015868,1608176,108901.967366,533857910.81658685,-0.06198683155204898,-6.198683155204899,10344.36,-5315.39,-51.38442590938443,,,,,,,24,,,56.06872307855222
2020-03-17 00:00:00+00:00,5028.86,5525.0,4921.45,5312.64,150089.926318,793147908.2684973,1069217,74698.374254,394902319.1241586,0.05640717681751939,5.640717681751939,10344.36,-5031.72,-48.64215862556988,,,,,,,24,,,56.06872307855222
2020-03-18 00:00:00+00:00,5312.64,5436.17,5009.37,5393.04,137127.634894,719748122.45302,962843,65106.067778000004,341970839.5779824,0.015133718829056564,1.5133718829056564,10344.36,-4951.320000000001,-47.864923494541955,,,,,,,24,,,56.06872307855222
2020-03-19 00:00:00+00:00,5393.26,6400.0,5252.53,6162.37,199020.87343900002,1164739707.514236,1403608,99011.947011,579536547.7582244,0.14265238158812088,14.265238158812089,10344.36,-4181.990000000001,-40.42773066675947,0.1728327688644113,0.5246982490533482,0.5246982490533482,17.3%,52.5%,52.5%,24,,,56.06872307855222
2020-03-20 00:00:00+00:00,6162.05,6900.0,5670.0,6208.36,219298.329514,1401734013.1752021,1580069,104719.63918,670117999.1481417,0.0074630377598228215,0.7463037759822821,10344.36,-4136.000000000001,-39.98314057128716,0.1729663340166081,0.5008469629619144,0.5008469629619144,17.3%,50.1%,50.1%,24,,,56.06872307855222
2020-03-21 00:00:00+00:00,6204.57,6456.98,5860.02,6186.98,128913.668363,794962136.6384171,990974,63326.096851999995,390737241.11380976,-0.0034437435973430075,-0.34437435973430075,10344.36,-4157.380000000001,-40.18982324667743,0.17265546833879433,0.5118694045737223,0.5118694045737223,17.3%,51.2%,51.2%,24,,,56.06872307855222
2020-03-22 00:00:00+00:00,6187.04,6407.87,5734.01,5816.19,119115.990527,722895653.5100615,952259,57189.898348999996,347411876.3609581,-0.05993069316532462,-5.993069316532463,10344.36,-4528.170000000001,-43.77428859784464,0.3348436276319385,0.6228571114595121,0.6228571114595121,,,,24,,,56.06872307855222
2020-03-23 00:00:00+00:00,5816.05,6600.0,5688.0,6467.31,164674.215785,1015525672.0743864,1099406,84136.011728,519197453.13588756,0.11194957523739779,11.19495752373978,10344.36,-3877.05,-37.47984408895282,0.029524203617191797,0.1268798558797238,0.4208450676971014,3.0%,12.7%,42.1%,24,,,56.06872307855222
2020-03-24 00:00:00+00:00,6465.25,6833.0,6371.33,6744.72,151138.009878,1001890515.2399886,1012669,72781.817328,482659188.5527677,0.04289418630002273,4.289418630002273,10344.36,-3599.6400000000003,-34.79809287379789,0.04010371883739321,0.036377540075346694,0.3556133322910158,4.0%,3.6%,35.6%,24,,,56.06872307855222
2020-03-25 00:00:00+00:00,6744.69,6957.96,6450.0,6677.43,132155.734989,880250736.9079887,912179,63515.16835,423439621.6406946,-0.009976692879763771,-0.9976692879763771,10344.36,-3666.9300000000003,-35.448592276370896,0.045043320747609986,0.12258025821453128,0.3775345802228268,4.5%,12.3%,37.8%,24,,,56.06872307855222
2020-03-26 00:00:00+00:00,6677.42,6780.0,6510.0,6737.36,83026.555211,552537189.4793515,668467,41123.410506,273834254.4669247,0.0089750098466026,0.89750098466026,10344.36,-3607.000000000001,-34.86924275643927,0.040059909723648666,0.03740395679128279,0.35751425429104344,4.0%,3.7%,35.8%,24,,,56.06872307855222
